"","x"
"1552590_a_at",0.0436718221975863
"1552592_at",0.194222639654147
"1552594_at",-0.110063382126766
"1552596_at",0.269969484591453
"1552598_at",-0.171717245669976
"1552599_at",0.0227852851808148
"1552602_at",0.0621248247334822
"1552604_at",0.164807780746263
"1552605_s_at",0.311740441228523
"1552607_at",-0.401046968480451
"1552608_at",0.190438694583543
"1552609_s_at",-0.21486098280369
"1552610_a_at",-0.181738738118137
"1552611_a_at",-0.132449271185264
"1552612_at",0.216140846941157
"1552613_s_at",0.119005735948752
"1552615_at",0.0802118303185226
"1552616_a_at",0.00517891317168839
"1552617_a_at",0.0865743252236335
"1552618_at",0.055240287014569
"1552619_a_at",0.424649698076777
"1552620_at",-0.0053825508851153
"1552621_at",-0.13990519811423
"1552622_s_at",0.00387655982031276
"1552623_at",-0.110032492465969
"1552625_a_at",0.321061442485992
"1552626_a_at",-0.848394328094324
"1552627_a_at",-0.00273021778894655
"1552628_a_at",-0.278540642416827
"1552629_a_at",0.133901366049289
"1552630_a_at",0.144493475824516
"1552631_a_at",0.115193775700066
"1552632_a_at",0.0845840498164119
"1552633_at",0.177887487644407
"1552634_a_at",0.0480216294526628
"1552637_at",-0.0354136110781433
"1552639_at",0.526815614507591
"1552641_s_at",0.366895633785208
"1552643_at",-0.100832174849586
"1552644_a_at",-0.0670420286363083
"1552646_at",-0.0380168079153469
"1552648_a_at",-0.0596685340012577
"1552649_a_at",0.145360840685081
"1552651_a_at",-0.0489982401630815
"1552652_at",-0.110266111702082
"1552656_s_at",0.165207126461524
"1552657_a_at",0.113054402463088
"1552658_a_at",-0.0467925177721167
"1552660_a_at",0.191381194095434
"1552661_at",-0.00942691028627163
"1552662_a_at",-0.0449954746188661
"1552663_a_at",-0.00351088425747292
"1552664_at",-0.121274588495094
"1552665_at",-0.0276804710454623
"1552666_a_at",0.105322766367497
"1552667_a_at",0.123394084369188
"1552669_at",-0.13735899741671
"1552670_a_at",-0.514442641656143
"1552671_a_at",-0.0197634983100716
"1552672_a_at",-0.0264846452558904
"1552673_at",0.0205119941070719
"1552674_at",-0.319419753759987
"1552675_at",0.0951216004092357
"1552676_at",0.0751857769926509
"1552677_a_at",-0.0704525565213512
"1552678_a_at",-0.0492574509937143
"1552680_a_at",0.197522520439609
"1552682_a_at",0.452903102282241
"1552684_a_at",0.0229771291643353
"1552685_a_at",-0.224437731220973
"1552686_at",0.00540722487316003
"1552687_a_at",0.134834177249591
"1552689_at",0.0180372893811773
"1552690_a_at",-0.230055736031268
"1552691_at",0.0243542267794887
"1552693_at",-0.12149623396339
"1552694_at",-0.0324385385570278
"1552695_a_at",-0.157020887449394
"1552696_at",0.108150868918703
"1552698_at",0.0166235260077165
"1552701_a_at",-1.13414358858978
"1552703_s_at",-1.07880566718964
"1552705_at",-0.085404486990972
"1552708_a_at",-0.0142377737863302
"1552711_a_at",0.0121888621713468
"1552712_a_at",-0.184726765581373
"1552713_a_at",-0.094978410733686
"1552714_at",0.222965804573986
"1552715_a_at",0.00545276087696256
"1552716_at",-0.153716412599456
"1552717_s_at",0.282193042292667
"1552718_at",0.159991838678508
"1552719_at",0.130276769671635
"1552721_a_at",0.0264465292968712
"1552722_at",0.0500535631577288
"1552724_at",0.148179130554327
"1552725_s_at",-0.292923781199684
"1552726_at",-0.0248307932223559
"1552727_s_at",-0.132797541956767
"1552729_at",0.17865668613328
"1552730_at",-0.202654224759508
"1552731_at",0.0815877757724386
"1552732_at",-0.030942458562524
"1552733_at",-0.245411364479059
"1552734_at",-0.26372253223501
"1552735_at",-0.0676085789979677
"1552736_a_at",-0.098831687441046
"1552737_s_at",-0.0573803703479108
"1552738_a_at",-0.0292815454635518
"1552739_s_at",-0.059142718005468
"1552740_at",-0.249967898440334
"1552742_at",0.30702296993066
"1552743_at",-0.0196850557115735
"1552745_at",0.00844044320975179
"1552747_a_at",0.12780624871084
"1552749_a_at",0.0909527363844331
"1552750_at",0.06182439101699
"1552751_a_at",0.326340117042488
"1552752_a_at",0.0540552034699506
"1552754_a_at",-0.215108787778579
"1552755_at",0.0198402538240741
"1552757_s_at",0.234211886583343
"1552758_at",0.0140339046437132
"1552760_at",-0.15492724124717
"1552761_at",-0.105160548317987
"1552763_at",-0.0197480892062989
"1552765_x_at",-0.019698961899246
"1552766_at",0.406181128291049
"1552767_a_at",0.485042053495542
